Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id;Label
17/05/2023 06:52;Hendribengi;1,16E+18;heppiney;2757658539;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@heppiney Kiri bromo, kanan semeru;;;0;1,66E+18;POSITIF
17/05/2023 06:27;MasDejavu;1,21E+18;sbyfess;1,15E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@sbyfess Cek ig ini aja kak kalau mau trip Bromo atau trip Ijen https://t.co/nAlA4sDN5H;;;0;1,66E+18;POSITIF
17/05/2023 04:43;????s;7,20E+17;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @arbainrambey: Bromo, 1990, masih sepi.... https://t.co/NI5GYMSB4C;;;9;1,66E+18;POSITIF
17/05/2023 02:05;dev ?;1,49E+18;thebabygrls;1,01E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@thebabygrls Mau ke bromo. Ini mau open trip ke beberapa sih;;;0;1,66E+18;POSITIF
17/05/2023 01:37;z?;1,56E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;siapa yg nyesel ga lanjut transisi n bikin tiktok di bromo;;;0;1,66E+18;POSITIF
17/05/2023 00:47;?;2754641962;jey7ung;319497119;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@jey7ung penjaga villa bromo bilek;;;0;1,66E+18;POSITIF
17/05/2023 00:39;cumatukangcuci;1,14E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Jual Toyota Hardtop FJ40 thn 1981
Swab 14B diesel
Surat akur
Mesin ok
Kaki nyaman
PS aman
Tangki bawah
Winch 12000lb
Jok racing
Sudah cakram
Harga 250jt nego

Info  081250286142

#iof #indonesiaoffroad #offroad #4x4 #jip #hardtop #bromo #malang #bali #jakarta #Bandung https://t.co/bkeRx7PizR";;;0;1,66E+18;NEGATIF
16/05/2023 23:19;jin;1,47E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Mau teriak, andai bisa teleport ke kawah Gunung Bromo;;;0;1,66E+18;POSITIF
16/05/2023 22:59;Mochammad Ikhsan;77414160;hokitruzzz;1,62E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@hokitruzzz @sbyfess Jogja,bromo,bali;;;0;1,66E+18;POSITIF
16/05/2023 22:27;ciputry;1,11E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Pokonya tahun dpn, tabungan kuliah hrs udh beres di September smpe lulus. W hrs menikmati gaji yg sesungguhnya buat liburannnnnnnnn.
Karimun Jawa/jogja/Bromo 
Solo trip jg its okay
Dan bisa ngerasain cuti thn dpn? karena selama kerja dari 2019 blm perna ngerasain cuti.";;;0;1,66E+18;POSITIF
16/05/2023 22:16;itsmeersaa;1,58E+18;putraacokk;1,29E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@putraacokk Bromo enk sii hehe;;;0;1,66E+18;POSITIF
16/05/2023 21:55;Gunawan Bali Tour;1,58E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Jasa transport di Bali, melayani :
- Tour keliling Bali
- Long trip bali, kawah ijen, bromo, jogja.
- Tirtayatra 

Untuk info 081916211980 #100hrs #96hrs #transport #SEAGames2023 https://t.co/Od4YpFtwew";;;0;1,66E+18;POSITIF
16/05/2023 21:47;ahmd sg;1,61E+18;sbyfess;1,15E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@sbyfess tinggal di sby 10 th, blm pernah main ke bromo. Brkl ada f yg mau nemenin yuk, charge on me. Btw aku m 40;;;0;1,66E+18;NEGATIF
16/05/2023 21:45;??;1,30E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;baekseung mana y!!! mau pap kupluk bromo;;;0;1,66E+18;POSITIF
16/05/2023 21:08;Anggher Fahmi Latief;98839932;fenyadei;1,42E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@fenyadei Minggu lalu dr Bromo aja jelasss banget..;;;0;1,66E+18;POSITIF
16/05/2023 20:15;fatmaaoktaviani;1,56E+18;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;SUMPAH DI BROMO SERU BANGET ANJ JDI PENGEN KESANA LGI;;;0;1,66E+18;NEGATIF
16/05/2023 20:01;baddmintyong #TYTeam;1,01E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Kpop tuh nambah pengetahuan umum juga loh. Waktu konser 127 di bogota ya, ada member ngomong “kita ga pernah konser di tempat setinggi ini” kurleb begitu ya. 

Trs dalem hati gue “setinggi apa sih?” Ternyata emang tinggi banget.. lebih tinggi dari dieng & bromo..";;;0;1,66E+18;NEGATIF
16/05/2023 19:34;?;153375330;fidahRukTetawan;1,20E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@fidahRukTetawan nntik tak ajak mampir sby maen2 ke bromo jg skalian;;;0;1,66E+18;POSITIF
16/05/2023 19:34;indra;716133576;ciloqciliq;1241044602;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@ciloqciliq Ke puncak bogor aja klo gak bromo dah gitu aja;;;0;1,66E+18;POSITIF
16/05/2023 19:30;solitaire mawar;1,61E+18;bianca01403;1,37E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@bianca01403 @P3n99u94t ada lg bandara yg di banyumas
klw ga slh , lupa nama nya.

yg di jatim daerah2 sekitar
banyuwangi ada jg..

yg di malang aja sepi wkt
kmi ke bromo naik pswt.";;;0;1,66E+18;NEGATIF
16/05/2023 19:29;pokyomogyo;1,20E+18;idyllicallyc;1,48E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@idyllicallyc Duh keingat doi lagi, kwkwkw pernah beliin baju yg sama persis ? dia pakai sampe ke gunung bromo ???;;;0;1,66E+18;POSITIF
16/05/2023 19:22;zee ?;1,11E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;cuaca akhir akhir ini mendukung bgt buat ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 19:08;Entahlah;1,44E+18;HaziqWahyu;1,45E+18;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@HaziqWahyu Malang : Bromo, alun2 Batu, dan  petik buah apel sepuasnya , Jatim Park 1 dan 3, malang Heritage. Museum angkut, malang night spectacular.;;;0;1,66E+18;POSITIF
16/05/2023 18:55;Pi;57526640;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;Pengen ngerasain sensasi ala karen's dinner? Di Bromo ada;;;0;1,66E+18;NEGATIF
16/05/2023 17:45;? KIRIM MF? CEK PINNED!;7,41E+17;;-1;in;<a href='https://twitter.com/um_fess' rel='nofollow'>Autobase UM</a>;gais ada yg pernah ke wizzmie muharto? Berapaan disana? Terus yg kober bromo tuh sekarang ganti apa? Um!;;;0;1,66E+18;POSITIF
16/05/2023 17:39;Meet The Professor! ?.;2940079398;YOUNGHOVN;8,62E+17;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@YOUNGHOVN Jangan kaget sama soalnya ya. Ada 30 nomor essay jadi isinya pelan pelan sambil ngopi di Bromo juga gapapa.;;;0;1,66E+18;POSITIF
16/05/2023 17:26;z?;1,56E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;otw ke bromo seru bgt di bis kek ini kapan nyampenyaaaaa kok lama bangettt excited parse;;;0;1,66E+18;POSITIF
16/05/2023 17:00;??;1,30E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;baekseung tolong foto yg banyak pake kupluk gunung bromo;;;0;1,66E+18;POSITIF
16/05/2023 16:54;???;1,63E+18;shuhuafs;9,50E+17;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@shuhuafs @cnhaewon Sejak kapan gw ke bromo?;;;0;1,66E+18;POSITIF
16/05/2023 16:50;minimal cek pinned bos ? ? SUROBOYOFESS ?;1,15E+18;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;-rek ada yg pernah bromo ber 2/3 sama temenmu ta? kalo ada spill budgeting dan brp hari yaa thankyou;;;0;1,66E+18;POSITIF
16/05/2023 16:45;Swedho Martono;84165418;geemeen;156915613;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@geemeen @sbyfess nang bromo budhal jam piro min?;;;0;1,66E+18;POSITIF
16/05/2023 16:08;?????;1,33E+18;aycacia;1,36E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@aycacia Hohoho iyaaa, udah plan cuti loh mau ke bromo, eh berantakan;;;0;1,66E+18;POSITIF
16/05/2023 15:32;Masyarakat Maiyah;115014364;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;VIDEO: NGai Ma Dodera - Sambang Anak Putu Semeru, Bromo, Raung — https://t.co/x0Myfag84V #Maiyah;;;0;1,66E+18;POSITIF
16/05/2023 15:14;erlan | namaku tabi;1,56E+18;matthewnity;1,44E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@matthewnity jujur puasan di bromo nya cuy pas dimalangnya mah b aja, lumayan lah karena gw naik roller coaster dll tpi beneran puasnya tuh di bromo kyk seru banget anjirrr, liat pemandangan nya berasa bukan di indo gt unreal gw paling gamon sm bromo sih;;;0;1,66E+18;POSITIF
16/05/2023 15:00;jammira;2915650028;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;pengen bgt ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 14:29;ian;7,71E+17;rldoncam;1,24E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@rldoncam Ya amponn iya sayangg ke Bromo maksutnyaaaa;;;0;1,66E+18;POSITIF
16/05/2023 13:55;Rn??;1,57E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;nyesel ga ikut prila sama swa ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 13:54;erlan | namaku tabi;1,56E+18;sungwithanbin;1,62E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@sungwithanbin BTUL, DILAIN KESEMPATAN AYOO LKE BROMO KARENA SEBAGUS ITU;;;0;1,66E+18;POSITIF
16/05/2023 13:52;ra? fb;1,62E+18;hanmyujinn;1,56E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@hanmyujinn BAGUS BGTT blm prnh ke bromo ?;;;0;1,66E+18;POSITIF
16/05/2023 13:52;Amos.;1,45E+18;ofDuskendale;1,61E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@ofDuskendale ARGH. BRONYA. CANTIK BANGET CWKKU. Aku langsung berubah jadi emoji ? dan ? pas liat dia. Dukung BroMo (Bronya X Amos).;;;0;1,66E+18;POSITIF
16/05/2023 13:45;erlan | namaku tabi;1,56E+18;kimgyuvinj;1,44E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@kimgyuvinj DI BROMO;;;0;1,66E+18;POSITIF
16/05/2023 13:37;taRawrrr ???;1,65E+18;hanmyujinn;1,56E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@hanmyujinn enih di bromo kah????;;;0;1,66E+18;POSITIF
16/05/2023 13:31;Karnchana ??;90247328;_diajengemy;1,12E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@_diajengemy Woooo,,,, gek dolan nk bromo mbak;;;0;1,66E+18;POSITIF
16/05/2023 13:20;Fahmi;434140894;;-1;in;<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>;Jawa Bali Lombok Road Trip Part 1 - Lewat Padang Savana dan Lautan Pasir Bromo - https://t.co/N67gDOTOaM;;;0;1,66E+18;POSITIF
16/05/2023 13:11;kei;359762872;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Gada apa ya yang mau prewed ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 12:49;carl;4256543234;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Karimunjawa trip ato bromo yahhh;;;0;1,66E+18;POSITIF
16/05/2023 12:42;henny neuhaus?;1,60E+18;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @salmanh18914250: Paket Trekking Bromo Ijen Semeru -- https://t.co/S1OSuC1FwC;;;1;1,66E+18;POSITIF
16/05/2023 12:38;seaskyocean (?-?-?);1,30E+18;naecoyksaes;1,30E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@pemujakecap Sate klatak pak pong (menurutku agak overrated, antre lama, dan b aja hehe)
Gudeg bromo (buka di atas jam 10, rasa gudeg menurutku semua sama aja wkwk tapi oke suasana malemnya di pinggir jalan)
Atau tempat hits kekinian kayak tempo gelato, sate ratu, dll";;;0;1,66E+18;NEGATIF
16/05/2023 12:33;Jawa Pos;2392460208;;-1;in;<a href='http://www.jawapos.com' rel='nofollow'>Jawapos.com auto tweet</a>;Pecah Kemacetan Menuju Alun-Alun Jalan Bromo-Semeru Segera Dilebarkan https://t.co/VewfY7ang9;;;0;1,66E+18;POSITIF
16/05/2023 12:25;?;1,42E+18;bbasicbitchz;1,42E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Nginep di villa 3 hari, di hotel 2 hari, dan juga masuk jatim park 2-3, bromo trip juga.

Tolnya 1,4juta dr cirebon~ bensinnya yg ga ngitung abis berapa. Kayanya sih abis 1jutaan mah wkwkwkwk";;;0;1,66E+18;POSITIF
16/05/2023 12:10;Novi Arista;1,61E+18;fakhri89;101950954;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@fakhri89 @bestewens @einedame Sy sih alhamdulillah bukan pemula.. Cuman ini utk anak2 aj sih.. Soalnya sejauh ini ngetes di sikunir, bromo, dan camping2 ceria aman.. Mknya nanya andong, prau, merbabu??, thanks infonya genks?;;;0;1,66E+18;POSITIF
16/05/2023 12:03;NamSam;1,35E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;Besok ke Bromo !;;;0;1,66E+18;POSITIF
16/05/2023 12:00;Fajar Afrian;1627166658;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Penasaran siapa saja nama' besar yang akan mengisi starting list kelas Men Elite Bromo KOM tahun ini. Yang udah ketahuan sih Dr. J full team, terus Woro dari tim nusantara. Yang lain kemungkinan besar dari tim BRCC Banyuwangi, GCC Surabaya sama PWR Pontianak.

#BromoKOM2023";;;0;1,66E+18;POSITIF
16/05/2023 11:53;pidapiddd;2316713546;Jogja_Uncover;1907408942;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@Jogja_Uncover jd saya bulan segitu harus ke bromo atau dieng biar kerasa lebih dingin;;;0;1,66E+18;POSITIF
16/05/2023 11:18;? ?????? ??;216629191;KhhFess;1,29E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@KhhFess Kemaren denger2 blio mau ke Bromo nder;;;0;1,66E+18;POSITIF
16/05/2023 10:53;L;3227001434;vincanindya;3257047272;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@vincanindya Bukit teletubis Bromo itu juga tnaahnya malah jadi kayak lahan habis dibajak, terus apalagi ya? Yg habis film 5cm itu kan syuting di semeru kan ya? Telaganya jadi banyak sampah. Pokoknya, kalo ada tempat healing/ wisata alam yg bagus jadi viral, pasti dampaknya alam dan sampah.;;;0;1,66E+18;NEGATIF
16/05/2023 10:52;QUEENCARD, SHU.;9,50E+17;cnhaewon;9,20E+17;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@cnhaewon @yangyangliuz Hi gimana tripmu ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 10:49;A;260140178;euodianina;1,42E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@euodianina @sbyfess Mungkin mau naik kereta, soalnya dulu jadwal keretaku sering yg jam 3 pagi. Atau mungkin mau ke bromo liat sunrise kali yak *positif thinking;;;0;1,66E+18;POSITIF
16/05/2023 10:44;chicie;1,55E+18;23Zeezie;1,47E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@23Zeezie di bromo;;;0;1,66E+18;POSITIF
16/05/2023 10:39;AKUNBARU;1,60E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @InfoRecehh: Kemegahan Gunung Bromo.

? IG@maretaaulya https://t.co/8O8vXeiZZv";;;2;1,66E+18;POSITIF
16/05/2023 10:28;efkaha;1,25E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;cukup seklai aku ke bromo dan bertahan di suhu 7 Ceslsius;;;0;1,66E+18;NEGATIF
16/05/2023 10:27;hxxmo;7,00E+17;closetowhy;1,05E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@closetowhy Tapi…disambi PP bromo malang mlayu;;;0;1,66E+18;POSITIF
16/05/2023 10:16;valy;1,28E+18;spekanime;1,55E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@spekanime lagi di bromo ci?;;;0;1,66E+18;POSITIF
16/05/2023 10:05;Novian Kris;115829551;Jogja_Uncover;1907408942;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@Jogja_Uncover waktu yang tepat ke bromo;;;0;1,66E+18;POSITIF
16/05/2023 09:56;Narayana Adventure;7,21E+17;kegblgnunfaedh;1,17E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@kegblgnunfaedh Ajak piknik ke Bromo aja tan... https://t.co/O8YBbznSrq;;;0;1,66E+18;POSITIF
16/05/2023 09:56;tehpucuk;1,61E+18;11meisupremacy;1,62E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@11meisupremacy budal bromo apa budal hotel mbaa;;;0;1,66E+18;POSITIF
16/05/2023 09:50;A. N. D. R. I.;47948921;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;Bucket list liburan pengen berfoto diatas mobil Jeep digunung bromo. Taon depan lah explore jawa timur. Sekalian pesugihan disana wkkwkwkkwkw;;;0;1,66E+18;POSITIF
16/05/2023 09:46;Rzkzzzzz?;1,59E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Bromo bulan ini lagi cantik² nya?;;;0;1,66E+18;POSITIF
16/05/2023 09:36;rè lolos snbt 23;1,48E+18;imyourdies;1,48E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@imyourdies mba adis semangat ya fk nya. biar kita bisa ke bromo bareng;;;0;1,66E+18;POSITIF
16/05/2023 09:34;kiatravels.co.id;7,78E+17;;-1;in;<a href='https://zapier.com/' rel='nofollow'>Zapier.com</a>;"Saatnya menikmati liburan 2D1N SURABAYA - BROMO - RAFTING (8-20 Pax) , yang hadir dengan harga SUPER SPECIAL hanya Rp2,430,000 yang dapat di cicil 12 bulan 0%, Harga berlaku hingga: 3/31/2024

Klik di sini untuk informasi jelasnya:
https://t.co/23O3GLuulF

Hubungi: KIA Travel WA https://t.co/motirvKwr5";;;0;1,66E+18;POSITIF
16/05/2023 09:30;Luci;1,60E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"Tak Ada Duanya, Pesona Desa Cemoro Lawang, &nbsp;Gerbang Cantik Menuju Gunung Bromo https://t.co/GRUV8hX37N";;;0;1,66E+18;POSITIF
16/05/2023 09:24;TIMES INDONESIA;1,05E+18;;-1;in;<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>;Rekomendasi 5 Kafe di Sepanjang Arah Gunung Bromo via Poncokusumo Malang: Jika ingin ke Gunung Bromo melalui jalur Poncokusumo-Tumpang, Kabupaten Malang, wisatawan akan merasakan suasana perbukitan dan… #beritabaik #indonesiapositif #jurnalismepositif https://t.co/mtuSiennum;-797.462.555;1.126.192.832;0;1,66E+18;POSITIF
16/05/2023 09:04;Razzz;1,36E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @Kentarockers: Trip wisata Bromo https://t.co/tFeM4kV8Kw;;;19;1,66E+18;POSITIF
16/05/2023 08:48;Naninu;1,38E+18;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @nct127fess: -chilzen what if nct127 beneran adain nct life ke malang? Ke bromo terus ke kampung pelangi wkwk
cr clingyqueen & wavestice…";;;57;1,66E+18;POSITIF
16/05/2023 08:30;?•;1,16E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;duu ak liat di tiktok bromo lg bagus bagusnya;;;0;1,66E+18;POSITIF
16/05/2023 08:25;BALI BOOKING CENTER;2684904462;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @ticget: 2D1N Kawah Ijen - Madakaripura Waterfall - Bromo Tour

https://t.co/5PGhA436hh

#Travel #Brunei #Tours #holiday #vacation #adve…";;;1;1,66E+18;POSITIF
16/05/2023 08:13;Mizu Chan??;1,43E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @starfess: -guys newjeans mau camping di bromo, mumpung lagi libur selesai uts ? https://t.co/K1e2nHSIf7;;;1;1,66E+18;POSITIF
16/05/2023 08:03;vox;1,62E+18;sedikitrudet;1,41E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @yusufgunawan: Antisipasi kemacetan di kawasan Balaikota, Kayutangan, Embong Brantas, Bromo, Kawi & sekitarnya;;;0;1,66E+18;NEGATIF
16/05/2023 07:58;Pak RT 02;1,37E+18;dhee099_;9,26E+17;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@dhee099_ @Jogja_Uncover Bener mas..
Sejuk itu lebih ke seger, bikin fresh. Kadang ada sinar matahari, tapi tidak terasa panasnya. Kebayang waktu main ke bromo kan? Begitulah sejuk.

Kalau uadem itu ujung jari dingin, berjaket. Malam dingiiin, siang panas, ini yang bikin kondisi tubuh mudah tumbang. https://t.co/i2HILG2vlg";;;0;1,66E+18;POSITIF
16/05/2023 07:43;AboutMalang.com;1,44E+18;;-1;in;<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>;Jadwal Perjalanan KA Argo Bromo Anggrek Jakarta-Surabaya Pagi dan Malam, Catat Jam Keberangkatannya https://t.co/HamiiZnZAX;;;0;1,66E+18;POSITIF
16/05/2023 07:19;? ETHA ?;1,32E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @tnbts_official: Pada 17 Mei 2023 lalu, jagat maya diramaikan dengan laporan hilangnya Patung Ganesha di Kawah Gunung Bromo;;;57;1,66E+18;NEGATIF
16/05/2023 07:10;mira;397863740;sbyfess;1,15E+18;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@sbyfess bromo kan banyak biasanya open tripnya, or coba menjangan deh, kayanya bagus itu;;;0;1,66E+18;POSITIF
16/05/2023 07:05;klinik tong fang ciamik;1,49E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"malang otw memasuki musim maba: 

- pagi sampe malem bisa tidur pake selimut
- bromo lagi cantik-cantiknya
- bisa dipastikan ranu kumbolo sampe 0 derajat paginya ada es diatas tenda";;;0;1,66E+18;POSITIF
16/05/2023 06:47;zelda;1,22E+18;syneruu;1,03E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@syneruu bromo kaa;;;0;1,66E+18;POSITIF
